data;ora;numestudent;prenumestudent;numeprofesor;prenumeprofesor;nota
'2017.24.09';'05.32.41';'Tomlinson';'Doug';'Porter';'Robert';'8'
'2017.07.07';'07.42.48';'Nordberg';'Teresa';'Wakeley';'Gene';'8'
'2016.12.03';'18.00.38';'Spiller';'Jess';'Medley';'Michelle';'6'
'2015.29.05';'00.16.26';'Nikolovski';'Kristina';'Gassa';'Lewis';'9'
'2017.22.04';'13.25.41';'Sheehan';'James M';'Hakes';'Vicki';'6'
'2015.24.03';'01.43.22';'Dickerson';'Tanya';'Wade';'Walt';'10'
'2013.17.10';'13.27.54';'Bryant';'T L';'Udovich';'Dean';'6'
'2013.02.11';'11.40.43';'Tally';'Agnes';'Custer';'Renee';'7'
'2017.31.03';'14.05.37';'Mc';'Ewuen Charles';'Hakes';'Vicki';'7'
'2014.19.06';'15.54.40';'Palumbo';'Dan';'Warren';'Tom';'6'
'2017.10.05';'10.25.15';'Banks';'J';'Trimble';'David';'5'
'2014.05.03';'13.05.51';'Topp';'Jeff';'Maynes';'Eric';'7'
'2017.29.04';'08.25.57';'Kherlopin';'Mher';'Vanzzini';'Daniel';'10'
'2013.06.08';'04.56.25';'Johnson';'Theresa';'Smith';'Kern';'5'
'2015.16.01';'04.10.06';'Tarazi';'Fred';'Stolmeier';'Vince';'8'
'2018.01.04';'00.03.43';'Amos';'Tammie';'Aanestad';'Darrell';'10'
'2014.21.04';'04.36.36';'Vazquez';'Vicente';'Herston';'Robbie';'10'
'2015.30.03';'09.46.15';'Hendren';'Taylor';'Nathan';'Larry';'5'
'2015.04.07';'08.10.20';'Tarnow';'Herman H';'Udovich';'Dean';'5'
'2013.16.09';'13.40.46';'Mason';'Tricia';'Marcotte';'Ken';'7'
'2018.19.02';'07.41.48';'Tucker';'Thomas W';'Sims';'Michael';'7'
'2015.28.09';'10.25.27';'Parks';'Dave';'Schmitz';'Rich';'8'
'2016.01.11';'11.02.24';'Osoio';'Silverio';'Tuggle';'Jack';'6'
'2014.16.06';'14.57.08';'Saunders';'Dusty';'Vanzzini';'Daniel';'10'
'2014.12.12';'04.01.44';'Copeland';'Charise';'Nathan';'Larry';'5'
'2013.16.06';'08.47.58';'Callijas';'Paco';'Holder';'Mary';'6'
'2014.10.12';'18.55.47';'Tan';'Mill';'Byers';'Ray';'5'
'2014.19.08';'16.06.25';'Patterson';'Deanna';'Turnbull';'Porter DC';'6'
'2018.02.01';'14.45.30';'Terzolo';'Edward';'Hodges';'Tony';'9'
'2014.19.07';'12.58.17';'Shoshahi';'MO';'Trusty';'Arnold';'10'
'2017.19.10';'20.25.41';'Bagherian';'Mike';'Herston';'Robbie';'8'
'2017.30.05';'16.36.22';'Strickler';'Jonathon DPM';'Hults';'Bob';'8'
'2014.24.03';'16.43.52';'Tabor';'Jan';'Pinkston';'Lisa';'5'
'2017.24.08';'01.09.55';'Finkel';'Terry';'Santos';'Eldis';'7'
'2017.01.06';'07.25.51';'Hintz';'Jeffrey A';'Waller';'Ronnie';'6'
'2018.04.04';'06.37.13';'Mintzlaff';'Charles';'Ledbetter';'Tennie';'7'
'2016.08.05';'19.55.21';'Barraza';'Armida';'Mehsling';'Brad';'6'
'2014.27.08';'22.54.20';'Epps';'Diane';'Hardy';'Bonnie';'7'
'2017.30.03';'11.33.10';'Templeman';'Lori';'Hashimi';'Shubyer';'9'
'2016.16.11';'16.42.52';'Byers';'Peggy';'Alvarez';'Mauricio A';'6'
'2017.24.06';'19.59.55';'Zjawin';'Patricia';'Siler';'Chuck';'4'
'2014.20.11';'11.57.26';'Mickelson';'John';'Gianelli';'Richard';'5'
'2017.06.07';'23.12.16';'Torres';'Teresa';'Hamilton';'David';'7'
'2016.31.01';'15.21.04';'Lecoe';'Roxi';'Pinkston';'Lisa';'6'
'2013.28.10';'06.25.33';'Mc';'Meekin Bill';'Sims';'Michael';'7'
'2015.02.07';'13.38.45';'Tolerton';'William';'Gianelli';'Richard';'8'
'2015.04.07';'09.02.41';'Nelson';'Tara';'Greenwood';'Elida';'5'
'2017.26.05';'19.18.07';'Adcock';'Kenneth';'Walton';'David';'8'
'2014.24.05';'16.03.53';'Golshani';'M';'Evperprises';'Bayram';'10'
'2016.21.12';'16.13.07';'Baker';'David';'Mcnaughton';'Jeffery';'10'
'2014.04.09';'01.09.38';'Evans';'E R';'Greenwood';'Elida';'10'
'2018.02.02';'11.22.22';'Langley';'Jeanie';'Waller';'Ronnie';'5'
'2014.24.02';'20.19.16';'Chapman';'Sandra';'Kniefel';'Twila';'9'
'2013.25.05';'18.44.36';'Butler';'T A';'Ruark';'Keith';'5'
'2015.20.01';'08.12.30';'Parkos';'Felicia';'Terpstra';'Wayne';'9'
'2017.15.04';'00.18.01';'Butterfield';'Kathy';'Jones';'Roylyn';'8'
'2014.07.10';'19.02.32';'Rumor';'Joe';'Nicolas';'Marie';'7'
'2015.10.08';'04.49.57';'Salaberry';'David';'Hodges';'Tony';'4'
'2014.29.11';'02.49.07';'Almany';'Karen';'Tucci';'Thomas';'7'
'2015.10.08';'07.58.24';'Knox';'Joel';'Treese';'Marty';'7'
'2015.22.09';'15.01.50';'Cunyus';'Lou';'Terpstra';'Wayne';'4'
'2014.17.10';'08.11.55';'Tamburro';'Sr William';'Beaurgeard';'Edward';'10'
'2017.09.07';'00.29.58';'Lieberman';'Juli';'Holder';'Mary';'4'
'2018.16.01';'13.59.21';'Tester';'William';'Vanzzini';'Daniel';'4'
'2014.21.03';'17.11.51';'Dial';'Pat';'Custer';'Renee';'6'
'2014.21.07';'11.57.28';'Durrani';'Akhtar';'Singh';'Anardeep';'8'
'2014.20.07';'02.09.23';'Muhammad';'Rafi';'Verrier';'William';'5'
'2017.30.04';'20.59.32';'Overlock';'Arthur';'Herston';'Robbie';'7'
'2016.15.02';'01.43.05';'Menary';'Michael';'Mcnaughton';'Jeffery';'9'
'2016.21.02';'04.13.37';'Ramos';'Issy';'Warren';'Tom';'7'
'2015.26.01';'14.55.47';'Braun';'Sandi';'Santos';'Eldis';'10'
'2018.07.01';'12.12.04';'Tesone';'Adolph';'Vanderholm';'Arnold';'5'
'2013.30.11';'21.45.38';'Polito';'Terry';'Hults';'Bob';'5'
'2015.30.11';'13.41.33';'Shehab';'Lloyd';'Jacobson';'Duane';'8'
'2015.28.07';'17.49.33';'Williams';'Tasha';'Hawks';'Greg';'7'
'2016.06.07';'02.20.59';'Cox';'Jena';'Sims';'Michael';'10'
'2016.19.06';'18.50.56';'Jacobson';'Thomas';'Pompili';'Vince';'10'
'2016.05.07';'02.51.30';'Pilon';'Terry';'Mcnaughton';'Jeffery';'10'
'2013.25.09';'11.04.37';'Mollan';'Robin';'Olson';'Liz';'9'
'2015.21.07';'16.31.53';'Brodsky';'Robert DPM';'Waggoner';'Wayne DC';'10'
'2016.04.01';'13.59.33';'Ryan';'Robert';'Kniefel';'Twila';'8'
'2018.10.02';'02.50.43';'Sandoval';'Chuck';'Turnbull';'Porter DC';'6'
'2013.02.11';'15.09.12';'LA';'Plant Timothy';'Vogel';'Randy';'5'
'2017.16.12';'06.08.12';'Quijas';'Terry';'Wakeley';'Gene';'5'
'2018.02.02';'07.09.32';'Taliaferro';'Tracy L';'Missimer';'Dennis';'10'
'2018.11.01';'05.40.08';'Mango';'Jo';'Pinkston';'Lisa';'9'
'2014.19.07';'06.10.42';'Tamimi';'Sargina';'Missimer';'Dennis';'6'
'2014.14.04';'08.27.44';'Tran';'Joanna';'Beaurgeard';'Edward';'5'
'2015.08.04';'23.14.40';'Crim';'Lee';'Hults';'Bob';'7'
'2016.07.04';'17.14.46';'Sheridan';'Tom';'Loeks';'Faye';'6'
'2014.27.05';'06.25.23';'Gable';'David';'Vogl';'Frank';'5'
'2016.15.07';'06.57.44';'Alston';'Thomas';'Peterson';'Harry';'8'
'2018.31.01';'16.15.10';'Sernandez';'Reyna';'Brown';'Ted W OD';'6'
'2015.14.02';'04.30.24';'Garlinger';'Bob';'Mehsling';'Brad';'7'
'2013.18.12';'20.23.59';'Vaughan';'Matt';'Santos';'Eldis';'7'
'2017.17.05';'23.12.43';'Tennant';'Roger';'Wade';'Walt';'6'
'2017.14.11';'05.31.05';'York';'Terry';'Jacobson';'Duane';'8'
'2017.21.06';'01.07.10';'Mata';'Jose';'Marcotte';'Ken';'6'
'2013.05.05';'16.47.26';'Thompson';'Jimmy';'Vanderholm';'Arnold';'4'
'2014.08.12';'23.46.02';'Terry';'Dalton';'Udovich';'Dean';'4'
'2016.07.11';'11.58.21';'Tedesco';'Joseph';'Herston';'Robbie';'6'
'2018.16.03';'13.15.23';'Kimmons';'Rodney';'Hardy';'Bonnie';'9'
'2018.24.01';'20.07.56';'Bloom';'Bernard';'Sphaler';'Randy';'5'
'2013.14.10';'16.37.11';'Taylor';'Chuck';'Brown';'Ted W OD';'7'
'2015.06.09';'07.26.27';'Tate';'F B';'Jacobson';'Duane';'6'
'2014.22.08';'14.35.47';'Ellingson';'Pat';'Short';'John';'10'
'2013.19.06';'00.26.41';'Cunningham';'Thomas DC';'Trotter';'Ralph';'8'
'2013.16.09';'00.40.34';'Lee';'Ted';'Nathan';'Larry';'6'
'2017.04.01';'18.09.36';'Turner';'George';'Walton';'David';'7'
'2016.27.04';'10.07.13';'Smith';'Jean';'Shumaker';'Janet';'10'
'2014.17.02';'17.53.25';'Taylor';'Charles';'Sphaler';'Randy';'7'
'2014.09.09';'23.34.01';'Cox';'Ron';'Keller';'Hymie';'6'
'2015.16.05';'10.27.42';'Gonzalez';'Miguel';'Casby';'Maria';'7'
'2018.26.03';'06.09.29';'Winters';'Thomas Earl';'Cook';'Steve';'8'
'2014.21.08';'10.48.35';'Peitrondi';'Cheryl';'Cook';'Steve';'7'
'2016.28.01';'03.15.28';'Taylor';'John';'Aanestad';'Darrell';'9'
'2017.10.08';'14.30.47';'Gutierriz';'Joaquin';'Powell';'Sherry';'4'
'2018.19.04';'15.57.25';'Devilbiss';'Vickie';'Pompili';'Vince';'6'
'2014.14.09';'23.54.32';'White';'Brad';'Carlson';'Jared';'6'
'2016.24.11';'08.19.37';'Taningco';'Manuel';'Smith';'Kern';'6'
'2015.27.04';'02.09.05';'Pettit';'Tom';'Sims';'Michael';'6'
'2015.27.12';'12.10.35';'Sheridan';'Tom';'Evperprises';'Bayram';'8'
'2013.17.08';'15.02.48';'Fuller';'M E';'Anastas';'Vincent';'10'
'2015.16.12';'23.14.12';'Radi';'Basil';'Vanderholm';'Arnold';'10'
'2014.21.01';'02.17.10';'Trice';'George';'Olson';'Liz';'7'
'2014.27.11';'10.30.27';'Edwards';'Rita';'Waller';'Ronnie';'9'
'2015.29.08';'10.47.46';'Trak';'Peter';'Casby';'Maria';'10'
'2018.11.02';'23.02.47';'Corp';'Mpn';'Hakes';'Vicki';'7'
'2016.08.04';'08.57.41';'LA';'Tour Stephen A';'Casby';'Maria';'10'
'2015.10.06';'14.28.37';'Von';'Seggern Terry';'Ginsberg';'Ben';'8'
'2013.18.11';'18.16.13';'Ni';'Weikang';'Ambagis';'William';'4'
'2013.02.07';'19.43.52';'Cole';'Teena';'Morrow';'Duncan';'5'
'2017.10.12';'11.05.43';'Geibel';'Terry';'Dave';'Steven';'6'
'2017.16.11';'19.33.44';'Joyce';'Lois';'Smith';'Willie';'4'
'2016.25.09';'16.10.42';'Hubert';'Ted';'Pinkston';'Lisa';'5'
'2016.07.09';'22.56.00';'Rizik';'Mike';'Nicolas';'Marie';'5'
'2017.13.09';'23.42.07';'Suggs';'Floyd';'Treese';'Marty';'5'
'2016.22.03';'04.30.01';'Denner';'Tim';'Vanzzini';'Daniel';'10'
'2018.03.01';'15.09.16';'Shirley';'Thomas E';'Terpstra';'Wayne';'10'
'2014.17.07';'17.36.08';'Tait';'George';'Powell';'Sherry';'9'
'2016.11.01';'05.05.44';'Krause';'Catherine';'Sphaler';'Randy';'5'
'2018.18.03';'09.32.22';'Guibert';'Natachaa';'Ambagis';'William';'7'
'2013.09.05';'00.34.57';'Rami';'Wesley';'Peterson';'Harry';'6'
'2013.13.11';'01.44.28';'May';'Thomas';'Casby';'Maria';'8'
'2016.05.02';'23.41.15';'Taylor';'Jean';'Missimer';'Dennis';'10'
'2014.18.04';'17.00.55';'Mangum';'Troy';'Walker';'Ralph';'8'
'2018.18.02';'21.29.11';'Aaron';'Jack';'Ambagis';'William';'7'
'2017.27.05';'11.55.31';'Mercier';'Larry';'Thaxton';'Paul';'9'
'2018.11.03';'21.24.32';'Talanca';'Richard';'Vitt';'Lance';'7'
'2016.22.06';'22.05.10';'Pearson';'Greg';'Jacobson';'Duane';'6'
'2018.21.02';'23.42.48';'Allen';'Billie';'Hakes';'Vicki';'5'
'2016.29.12';'17.58.43';'Russell';'Jack';'Walton';'David';'5'
'2018.12.03';'20.15.13';'Warren';'Gary';'Thaxton';'Paul';'10'
'2016.28.02';'00.08.41';'Melton';'George';'Jacobson';'Duane';'7'
'2018.22.04';'22.56.40';'Urias';'Lee';'Missimer';'Dennis';'9'
'2016.14.06';'08.48.29';'Taubert';'Arthur';'Moore';'Kitty';'10'
'2016.06.01';'01.38.58';'Hendren';'Taylor';'Trusty';'Arnold';'8'
'2017.01.09';'11.36.01';'Van';'Spronsen Cor';'Harrelson';'Ray';'6'
'2018.20.03';'17.16.42';'Arnot';'David';'Mcnaughton';'Jeffery';'5'
'2014.28.07';'11.37.37';'Roby';'Jack';'Beaurgeard';'Edward';'8'
'2016.05.02';'11.17.56';'Lu';'Tan';'Walker';'Ralph';'6'
'2018.17.02';'12.54.41';'Buchanan';'Dewight';'Jones';'Roylyn';'8'
'2016.18.06';'18.28.53';'Mclaughlin';'Kim';'Schmitz';'Rich';'5'
'2016.30.11';'01.16.44';'Sciacca';'Johnny';'Sims';'Michael';'8'
'2015.16.12';'12.28.17';'Muery';'Russell';'Treese';'Marty';'6'
'2015.12.07';'21.39.22';'Tarrell';'Ron';'Stolmeier';'Vince';'8'
'2016.12.06';'16.23.38';'Nelson';'Tara';'Vanderholm';'Arnold';'6'
'2016.08.09';'12.36.27';'Elmore';'Jeffrey';'Walter';'Ralph';'7'
'2015.23.10';'16.31.32';'Soloman';'Simon';'Vitt';'Lance';'8'
'2015.16.06';'00.58.34';'Williams';'Edward';'Hardy';'Bonnie';'5'
'2014.07.10';'03.03.24';'Stuckuy';'Richard';'Herston';'Robbie';'10'
'2014.02.08';'04.27.11';'Bokay';'Marie';'Hawks';'Greg';'10'
'2017.27.02';'00.37.44';'Cato';'Rick';'Morar';'Satish';'9'
'2013.03.10';'13.08.46';'Thompson';'Mike';'Long';'Chuck';'6'
'2015.15.07';'03.04.58';'Wise';'Kathy';'Walton';'David';'6'
'2014.01.07';'22.57.10';'Brouillard';'Barbara';'Short';'John';'5'
'2016.27.11';'19.16.17';'Smith';'Tammy';'Waggoner';'Wayne DC';'7'
'2014.24.09';'09.52.34';'Baker';'Talmadge';'Hong';'Gil';'7'
'2016.22.04';'16.13.02';'Mercurio';'Laurie';'Shumaker';'Janet';'9'
'2015.15.05';'11.21.51';'Gomez';'Gole';'Greenwood';'Elida';'7'
'2015.01.05';'21.52.59';'Sanchez';'Salvador';'Gianelli';'Richard';'5'
'2017.23.01';'11.16.18';'Stubeda';'John J';'Shumaker';'Janet';'8'
'2017.04.03';'19.21.23';'Weak';'Dave';'Walker';'Ralph';'6'
'2017.07.12';'18.16.01';'Terry';'Joel';'Evperprises';'Bayram';'6'
'2016.30.11';'05.13.35';'Terrell';'Shannon';'Mehsling';'Brad';'10'
'2017.03.05';'14.09.03';'Frield';'Ehlam';'Pinkston';'Lisa';'7'
'2016.23.07';'15.55.00';'Deremer';'Jim';'Hodges';'Tony';'5'
'2018.30.04';'13.47.57';'Garland';'Wayne';'Turnbull';'Porter DC';'6'
'2016.18.04';'19.18.16';'Steenhodlt';'Terry';'Kempf';'Fred';'10'
'2014.12.01';'01.52.19';'Wilson';'Tim';'Hong';'Gil';'10'
'2017.04.04';'02.13.17';'Templeton';'Peggy';'Hakes';'Vicki';'6'
'2015.20.04';'22.51.05';'Thorn';'Jack';'Trusty';'Arnold';'10'
'2016.14.09';'19.00.54';'Joyce';'Lois';'Porter';'Robert';'8'
'2015.23.02';'23.59.11';'Tanner';'David';'Kempf';'Fred';'9'
'2017.06.05';'05.05.44';'Boyd';'Deborah';'Hodges';'Tony';'6'
'2015.04.12';'06.09.20';'O\'Neill';'Clare';'Wade';'Walt';'5'
'2015.19.02';'23.02.17';'Taylor';'Robert';'Stolmeier';'Vince';'6'
'2016.05.05';'13.37.25';'Krause';'Tom';'Kniefel';'Twila';'6'
'2017.16.11';'01.16.48';'Lee';'Terry';'Hamilton';'David';'5'
'2017.02.08';'04.12.22';'Murphy';'Mike';'Kempf';'Fred';'6'
'2014.27.03';'03.33.31';'Magantz';'Robert';'Sidy';'Victor';'8'
'2016.16.05';'10.48.12';'Brown';'Jeffrey';'Harrelson';'Ray';'9'
'2016.09.10';'11.27.18';'Tang';'Kai';'Singh';'Anardeep';'10'
'2015.23.04';'04.29.23';'Cuevas';'Antonio';'Hodges';'Tony';'6'
'2014.28.02';'08.38.42';'Lin';'Howard';'Jacobson';'Duane';'8'
'2016.07.01';'04.51.34';'Gardner';'Renae';'Walton';'David';'6'
'2014.01.10';'13.09.49';'Thomas';'Tom';'Adams';'Van B';'6'
'2015.14.10';'22.05.13';'Dubner';'Murray';'Hakes';'Vicki';'7'
'2017.05.02';'00.39.27';'Burns';'Charles DVM';'Workman';'Bill';'6'
'2016.24.04';'15.45.01';'Martin';'Amy';'Trimble';'David';'5'
'2014.21.06';'12.39.34';'Wong';'Paul';'Alvarez';'Mauricio A';'9'
'2015.02.11';'22.36.27';'Baldwin';'Myron';'Dave';'Steven';'7'
'2016.20.06';'15.46.19';'Corson';'Bill';'Hashimi';'Shubyer';'7'
'2015.21.04';'04.32.08';'Powell';'Rick';'Carlson';'Jared';'7'
'2017.18.09';'14.26.50';'Caldwell';'Terri';'Kniefel';'Twila';'5'
'2014.21.01';'13.52.06';'Jenkins';'Broderick';'Loeks';'Faye';'9'
'2015.14.10';'19.23.19';'Supelak';'Richard';'Singh';'Anardeep';'5'
'2016.21.02';'05.43.35';'Taylor';'Susan';'Olson';'Liz';'10'
'2016.03.06';'22.41.02';'Ropo';'Tusin Ola';'Ambagis';'William';'7'
'2014.01.05';'23.40.49';'Tacusalme';'Rabbonni DC';'Nicolas';'Marie';'7'
'2017.18.07';'03.30.54';'Faillace';'Teresa';'Holcombe';'Charles';'5'
'2016.12.03';'01.58.38';'Schave';'Tod';'Carlson';'Jared';'4'
'2014.09.09';'21.43.23';'O\'Brien';'Ladd';'Wade';'Walt';'9'
'2017.13.07';'19.40.37';'Theodore';'Thomas';'Greenwood';'Elida';'5'
'2013.25.11';'17.15.23';'Fegert';'Joyce';'Waggoner';'Wayne DC';'5'
'2017.30.06';'09.12.50';'Triche';'Teresa';'Ruga';'Glenn';'10'
'2017.19.06';'01.37.26';'Hopper';'Osburn';'Verrier';'William';'5'
'2014.23.03';'05.00.04';'Teeters';'Rick';'Hodges';'Tony';'9'
'2014.09.05';'04.31.02';'Terry';'Dalton';'Beaurgeard';'Edward';'7'
'2015.21.02';'16.19.07';'Tanley';'Randall';'Hashimi';'Shubyer';'6'
'2014.24.08';'20.25.17';'Harris';'Beverly';'Harrelson';'Ray';'10'
'2017.03.04';'14.47.46';'Templeton';'Dan';'Waller';'Ronnie';'9'
'2013.15.08';'08.20.17';'Adams';'Tom';'Workman';'Bill';'8'
'2015.27.07';'15.34.05';'Tomlinson';'Margi';'Walter';'Ralph';'5'
'2016.20.10';'05.00.27';'Bell';'Ted';'Usina';'Ralph';'7'
'2016.08.08';'01.53.22';'Whipp';'Richard';'Porter';'Robert';'8'
'2017.03.01';'12.13.49';'Haynie';'Terry';'Kniefel';'Twila';'8'
'2015.04.10';'05.06.18';'Tweedy';'Don';'Morrow';'Duncan';'9'
'2014.11.01';'23.07.49';'Watkins';'Tom';'Greenwood';'Elida';'9'
'2014.20.11';'15.39.01';'Hatcher';'Dawn';'Loeks';'Faye';'9'
'2014.26.10';'19.38.38';'Russell';'Tammy';'Maynes';'Eric';'6'
'2018.20.02';'10.36.06';'Able';'Ted';'Shumaker';'Janet';'7'
'2017.13.01';'12.22.44';'Gallo';'Felepe';'Hawks';'Greg';'9'
'2017.19.03';'03.01.46';'Berens';'Linda V PhD';'Schmitz';'Rich';'9'
'2013.04.12';'04.41.26';'Berry';'Tim';'Hong';'Gil';'8'
'2015.07.03';'16.25.17';'Miller';'Charles';'Jones';'Roylyn';'8'
'2015.17.08';'00.22.19';'Arviso';'Jeff';'Smith';'Kern';'4'
'2017.05.06';'10.01.43';'Bellis';'Sally';'Loeks';'Faye';'10'
'2014.28.10';'02.22.29';'Morgan';'Tammy';'Short';'John';'9'
'2013.17.05';'09.04.55';'Kafer';'Tony';'Vanderholm';'Arnold';'9'
'2016.16.09';'17.20.17';'Berry';'Ted';'Keller';'Hymie';'4'
'2017.26.12';'12.03.31';'Brust';'Terry';'Hawks';'Greg';'9'
'2014.19.12';'23.24.45';'Tennant';'Roger';'Sidy';'Victor';'10'
'2014.15.06';'06.31.34';'Davis';'Roni';'Moore';'Kitty';'10'
'2014.25.04';'02.54.38';'D\'Annibale';'James';'Treese';'Marty';'7'
'2017.01.09';'14.52.36';'Briggs';'Terrance J';'Walton';'David';'7'
'2018.28.03';'14.20.35';'Campano';'Tom';'Trotter';'Ralph';'5'
'2014.29.08';'11.04.35';'Waterman';'Shirley';'Casby';'Maria';'10'
'2016.06.11';'20.26.56';'Perry';'Sheila';'Sims';'Michael';'10'
'2017.22.07';'01.32.46';'Smith';'Laura S';'Hamilton';'David';'7'
'2013.07.06';'12.31.48';'Taylor';'Robert';'Smith';'Kern';'10'
'2013.31.08';'05.05.08';'Joshi';'Agit';'Beaurgeard';'Edward';'7'
'2015.10.08';'11.37.55';'Borne';'Allen';'Nicolas';'Marie';'7'
'2013.02.09';'23.49.47';'Ray';'Stephanie';'Holcombe';'Charles';'6'
'2017.05.05';'14.37.19';'Woolstenhulme';'Max';'Greenwood';'Elida';'5'
'2015.12.05';'05.15.52';'Esparza';'Jose';'Ginsberg';'Ben';'7'
'2016.31.01';'09.42.05';'Beichler';'AL';'Sidy';'Victor';'10'
'2016.08.03';'06.07.17';'Mullins';'Joey';'Hamilton';'David';'8'
'2018.22.04';'12.56.30';'Nguyen';'Khuong';'Walton';'David';'9'
'2014.19.02';'16.12.19';'Peterson';'Kris';'Peterson';'Harry';'5'
'2017.17.03';'12.07.26';'Kunes';'Terry';'Waller';'Ronnie';'4'
'2015.13.07';'03.16.11';'Morris';'Cathy';'Vitt';'Lance';'6'
'2013.13.10';'19.31.18';'Lu';'Tan';'Byers';'Ray';'10'
'2015.17.07';'10.33.42';'Tenca';'Frederick';'Singh';'Anardeep';'10'
'2014.18.06';'11.00.05';'Williams';'Kay';'Hodges';'Tony';'9'
'2016.22.09';'07.19.10';'Jaslow';'Ted';'Wakeley';'Gene';'8'
'2013.30.09';'12.05.51';'Ni';'Weikang';'Brown';'Ted W OD';'7'
'2013.24.07';'03.11.40';'Pace';'Pamela';'Warren';'Tom';'5'
'2017.07.04';'15.17.40';'Lee';'John';'Dave';'Steven';'8'
'2017.14.05';'13.20.07';'Tenke';'Julius';'Smith';'Willie';'5'
'2017.29.11';'11.07.57';'Maaninga';'Terry';'Greenwood';'Elida';'6'
'2015.14.03';'11.58.05';'Capria';'Michael';'Waller';'Ronnie';'5'
'2014.09.05';'06.10.46';'Graham';'Shawn';'Custer';'Renee';'7'
'2018.30.04';'12.06.39';'Almany';'Karen';'Evperprises';'Bayram';'7'
'2014.06.09';'19.31.21';'Miller';'Terri';'Ginsberg';'Ben';'7'
'2018.08.04';'12.14.36';'Le';'Valley Bruce';'Turnbull';'Porter DC';'5'
'2017.12.12';'20.28.32';'Ebner';'Terry';'Nicolas';'Marie';'10'
'2016.30.04';'06.27.34';'Aston';'Sarah';'Casby';'Maria';'10'
'2013.06.12';'21.47.24';'Ritgway';'Theyer';'Pompili';'Vince';'7'
'2013.28.09';'23.56.54';'Mathew';'K';'Tuggle';'Jack';'9'
'2015.24.08';'13.14.22';'Keebler';'William';'Loeks';'Faye';'10'
'2015.03.10';'21.08.57';'Barks';'Lynette';'Wade';'Walt';'10'
'2014.11.11';'10.17.09';'Warren';'Gary';'Tuggle';'Jack';'6'
'2017.13.09';'16.20.04';'Dunn';'Randall';'Nicolas';'Marie';'9'
'2014.04.10';'01.01.00';'Lauer';'Sue Ann';'Dave';'Steven';'9'
'2016.23.06';'22.23.55';'Taylor';'Charles';'Sims';'Michael';'5'
'2013.30.07';'23.56.21';'Goyette';'Tom';'Hults';'Bob';'8'
'2016.24.01';'15.19.27';'Wolf';'Amos PhD';'Hakes';'Vicki';'8'
'2015.07.01';'14.15.20';'Tangen';'Dan';'Brown';'Ted W OD';'5'
'2017.24.09';'18.52.52';'Bouchillon';'Dodd';'Tuggle';'Jack';'9'
'2015.30.06';'01.57.37';'Tate';'C';'Kniefel';'Twila';'6'
'2016.22.06';'23.57.02';'Le';'Phuong';'Hong';'Gil';'5'
'2016.10.03';'06.24.47';'Mendoza';'Tony PE';'Terpstra';'Wayne';'6'
'2014.30.04';'19.44.32';'Rodriguz';'Irma';'Nathan';'Larry';'8'
'2015.05.08';'20.50.37';'Wells';'B';'Terpstra';'Wayne';'8'
'2018.12.01';'08.01.36';'Tessmer';'Melvin';'Alvarez';'Mauricio A';'8'
'2018.08.01';'04.23.52';'Emrami';'Efraeim';'Kempf';'Fred';'5'
'2017.06.09';'10.22.26';'Terrell';'Frank';'Sidy';'Victor';'10'
'2015.05.05';'05.05.36';'Pelayo';'Tony';'Peterson';'Harry';'8'
'2014.07.01';'19.13.49';'Vogel';'Tom';'Trotter';'Ralph';'5'
'2015.05.11';'13.46.05';'Mc';'Carthy Mena';'Byers';'Ray';'9'
'2014.22.09';'20.25.23';'Tally';'Agnes';'Moore';'Kitty';'7'
'2015.12.06';'19.14.04';'Cuevas';'Antonio';'Jacobson';'Duane';'8'
'2015.06.10';'02.25.47';'Cline';'Todd';'Byers';'Ray';'6'
'2014.06.11';'06.35.57';'Nguyen';'Tho';'Treese';'Marty';'5'
'2017.30.06';'23.21.11';'Walczak';'Teresa';'Trusty';'Arnold';'6'
'2016.17.06';'08.08.34';'Todd';'Richard';'Shumaker';'Janet';'9'
'2016.22.05';'20.34.39';'Tsai';'Tony';'Warren';'Tom';'8'
'2016.17.04';'13.07.01';'Brouillard';'Barbara';'Marcotte';'Ken';'5'
'2013.29.09';'10.07.44';'Aschenbrenner';'Tom';'Vanderholm';'Arnold';'9'
'2017.14.10';'06.01.07';'Tatarka';'Bob';'Waller';'Ronnie';'10'
'2014.12.09';'15.02.16';'Arcos';'Israel';'Evperprises';'Bayram';'4'
'2013.25.09';'13.12.54';'Patel';'Dexa';'Siler';'Chuck';'5'
'2015.30.06';'14.29.41';'Myers';'Tari';'Trimble';'David';'6'
'2017.10.06';'21.12.30';'Dang';'Sonny';'Thomas';'Tobby';'8'
'2017.20.10';'02.42.31';'Lamos';'Terry';'Brown';'Ted W OD';'5'
'2015.10.02';'18.02.04';'Rivera';'Imelda';'Greenwood';'Elida';'6'
'2015.30.06';'13.42.45';'Abraham';'Lou';'Holcombe';'Charles';'10'
'2017.19.02';'20.07.01';'Tak';'Payal';'Waller';'Ronnie';'9'
'2015.03.10';'19.50.06';'Tavares';'Ana J';'Marcotte';'Ken';'9'
'2015.25.05';'16.00.08';'Bridges';'Randy';'Kniefel';'Twila';'8'
'2016.19.09';'22.19.58';'Mercier';'Larry';'Mcnaughton';'Jeffery';'4'
'2013.02.10';'02.58.21';'Thi';'NU';'Stolmeier';'Vince';'10'
